Shadowbox Farms - 1g Blue Dream Cartridge,Unknown Brand,78%,0%,$40,1 g,Botanica - SE 12th
Shadowbox Farms - 1g Black Lime Special Re...,Unknown Brand,69%,0%,$40,1 g,Botanica - SE 12th
Buddies Brand - 1g Distillate Berry Bomb C...,Buddies Brand,90.5%,0%,$35,1 g,Botanica - SE 12th
Buddies Brand - 1g Distillate Alien Orange...,Buddies Brand,88.7%,0%,$35,1 g,Botanica - SE 12th
Buddies Brand - 1g Distillate Ace of Spade...,Buddies Brand,92%,0%,$35,1 g,Botanica - SE 12th
Shadowbox Farms - 1g White Cookies Cartridge,Unknown Brand,75%,0%,$40,1 g,Botanica - SE 12th
Shadowbox Farms - 1g Sherbert Cartridge,Unknown Brand,74%,0%,$40,1 g,Botanica - SE 12th
Shadowbox Farms - 1g Jaeger Cartridge,Unknown Brand,69%,0%,$40,1 g,Botanica - SE 12th
Farmers Friend - 1g Silver Bubster Cartrid...,Unknown Brand,66.51%,0.18%,$22.5,1 g,Botanica - SE 12th
Farmers Friend - 1g Powerstroke Cartridge ...,Unknown Brand,81.34%,0.26%,$22.5,1 g,Botanica - SE 12th
Farmers Friend - 1g Ogre Cartridge *SALE,Unknown Brand,68.02%,0.19%,$22.5,1 g,Botanica - SE 12th
Farmers Friend - 1g Moondog Cartridge *SALE,Unknown Brand,63.49%,0.47%,$22.5,1 g,Botanica - SE 12th
Farmers Friend - 1g Medi-Haze Cartridge *S...,Unknown Brand,30.62%,44.12%,$22.5,1 g,Botanica - SE 12th
Farmers Friend - 1g Lemon OG Cartridge *SALE,Unknown Brand,77.01%,0.19%,$22.5,1 g,Botanica - SE 12th
Farmers Friend - 1g Incredible Bulk Cartri...,Unknown Brand,51.55%,23.22%,$22.5,1 g,Botanica - SE 12th
Farmers Friend - 1g Berry Kush Cake Cartri...,Unknown Brand,63.05%,0.22%,$22.5,1 g,Botanica - SE 12th
Farmers Friend - 1g White Lightening Cartr...,Unknown Brand,76.07%,0.23%,$22.5,1 g,Botanica - SE 12th
Farmers Friend - 0.50g White Lightening Ca...,Unknown Brand,76.07%,0.23%,$15,½ g,Botanica - SE 12th
Farmers Friend - 0.50g Purple Diesel Cartr...,Unknown Brand,70.43%,1.63%,$15,½ g,Botanica - SE 12th
Farmers Friend - 0.50g Parlour Blend Cartr...,Unknown Brand,72.28%,0%,$15,½ g,Botanica - SE 12th
Farmers Friend - 1g Mr. Banner Cartridge *...,Unknown Brand,71.76%,0.18%,$22.5,1 g,Botanica - SE 12th
Farmers Friend - 0.50g Monster Cookies Car...,Unknown Brand,77.81%,0.18%,$15,½ g,Botanica - SE 12th
Farmers Friend - 0.50g Marmalade Cartridge...,Unknown Brand,70.47%,0.33%,$15,½ g,Botanica - SE 12th
Farmers Friend - 0.50g Gorilla City OG Car...,Unknown Brand,68.86%,0.27%,$15,½ g,Botanica - SE 12th
Farmers Friend - 0.50g Chem Valley Kush Ca...,Unknown Brand,77.3%,0.31%,$15,½ g,Botanica - SE 12th
Farmers Friend - 0.50g Captain Crunchberry...,Unknown Brand,75.47%,0.24%,$15,½ g,Botanica - SE 12th
"Dr. Jolly's ""Terp Sticks"" - Crater Lake 0....",Unknown Brand,0%,0%,$30,½ g,Botanica - SE 12th
Farmers Friend - 0.50g Blue City Diesel Ca...,Unknown Brand,64.6%,0.13%,$15,½ g,Botanica - SE 12th
Green Dragon - Distillate AC/DC Cartridge,Unknown Brand,9.94%,66.3%,$40,1 g,Botanica - SE 12th
"Dr. Jolly's ""Terp Sticks"" - Jet Fuel 0.50g...",Unknown Brand,0%,0%,$30,½ g,Botanica - SE 12th
Farmers Friend - 0.50g Canna-Snoop Cartrid...,Unknown Brand,0%,0%,$15,½ g,Botanica - SE 12th
​Green Dragon - 0.25g CO2 Disposable Vapor...,Green Dragon Extracts,0%,0%,$16.67,MED - 1/4 Gram,Botanica - SE 12th
Buddies Brand - Activated Distilled Cannab...,Buddies Brand,0%,0%,$30,1 g,Botanica - SE 12th
Buddies Brand - Nug Run / Terp Sugar (Vari...,Buddies Brand,0%,0%,$20,1 g,Botanica - SE 12th
PAX Pod:  Mint GSC  (0.5g LIVE RESIN),PAX,68.6%,0%,$30,½ g,Botanica - SE 12th
